episode,episode_return,success,collision,offroad_rate,unsafe_headway_rate,overspeed_rate,low_ttc_rate,mean_cost_collision,mean_cost_headway,mean_cost_overspeed,mean_cost_comfort,mean_cost_total,mean_cost_lane,lambda_collision,lambda_headway,lambda_overspeed,lambda_comfort,lambda_lane,qc_collision,qc_headway,qc_overspeed,qc_comfort,qc_lane,ema_collision_cost,ema_headway_cost,ema_overspeed_cost,ema_comfort_cost,ema_lane_cost
10,-0.6663181071413247,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.013905887188469185,0.09711736555237618,0.1519830006833709,0.3337884368429382,0.21064527312883952,0.029740232974290848,0.035429779440164566,0.4432550370693207,0.026475094258785248,0.03985236957669258,0.000987255247309804,0.001171823125332594,0.01902872696518898,0.00875159353017807,0.0034935176372528076,0.00950619393389092,0.03870634112671027,0.5004145120842841,0.1411676648007735,0.035183170392427604
11,0.4690645566559488,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1348211760228597,0.4847977678302063,0.4839764505913159,0.30835127669093876,0.029570115730166435,0.0352727547287941,0.44645506143569946,0.026298483833670616,0.03977265954017639,0.0010931966826319695,0.0013830163516104221,0.01899372786283493,0.008417051285505295,0.003810032270848751,0.009174451681005428,0.038486338033053964,0.5001870877444926,0.14255634462507888,0.03712839477742887
12,1.004080068248499,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.030742530152485636,0.262105925763876,0.20263679661329329,0.13737450951775157,0.0292325671762228,0.03496786952018738,0.45285511016845703,0.025948313996195793,0.03961365669965744,0.0005390177248045802,0.0015079642180353403,0.01863228529691696,0.008586809039115906,0.002933630719780922,0.0088198185664474,0.03910028596822946,0.4991572168259802,0.1454091563702744,0.03949883960654862
13,7.634718617581949,0.0,0.0,0.043478260869565216,0.21739130434782608,0.2608695652173913,0.0,0.0003803386183789361,0.05989859481796116,0.3516750511260367,0.3136917650098895,0.42541724964494837,0.09112567877096436,0.02849382907152176,0.03426894545555115,0.46757522225379944,0.025154143571853638,0.039253119379282,0.0005203196196816862,0.002617849037051201,0.021390210837125778,0.006997289136052132,0.0028415387496352196,0.00941561026752353,0.04000362724918813,0.4959337333273404,0.14961371147456823,0.04589032096437929
14,60.43013194681208,0.0,0.0,0.008547008547008548,0.0,0.05982905982905983,0.0,0.0,0.0007523725618161329,0.3098988560573272,0.26403431383716036,0.2461495950007066,0.028546752741072448,0.024918880313634872,0.030677421018481255,0.5424538254737854,0.021345576271414757,0.037436455488204956,0.00031814095564186573,0.003217823337763548,0.022887002676725388,0.006495296023786068,0.0023829941637814045,0.010760348411828163,0.03789979659089262,0.47826342205928235,0.16771939624306403,0.04687473720682621
15,2.707910001914771,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.4898528882824853,0.19174235450876698,0.5474375330322299,0.20378396922770614,0.024635683745145798,0.030414709821343422,0.5475736260414124,0.021098492667078972,0.03731108084321022,0.00013468932593241334,0.0021208487451076508,0.024935374036431313,0.006563760340213776,0.0025435546413064003,0.009273982723486784,0.03681285306844707,0.4811697373461218,0.16889361220680982,0.0457103259368905
16,6.73872279051076,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0051749186442013526,0.026770337208554235,0.2777348916440968,0.14390736706827356,0.08116894029675616,0.02395857684314251,0.029718512669205666,0.5610131025314331,0.02044295333325863,0.0369844026863575,7.344520417973399e-05,0.0018987524090334773,0.022344468161463737,0.008360195904970169,0.002583810593932867,0.008975985574511892,0.03578741247880402,0.47933336657840725,0.16824181912834754,0.04813626679832714
17,65.57647469969862,0.0,1.0,0.0,0.0,0.05172413793103448,0.0,0.008620689655172414,0.001214981106069581,0.08212463027308736,0.2255774872749633,0.09626628751226188,0.012377039589435005,0.01992817595601082,0.025796329602599144,0.6352502107620239,0.016905220225453377,0.03518851473927498,0.0002584377070888877,0.0023189052008092403,0.025753535330295563,0.010054433718323708,0.002151004271581769,0.008158692516036785,0.03286600876800449,0.4455838186238006,0.17499282052048604,0.05118980307757297
18,51.967337418219394,0.0,0.0,0.012345679012345678,0.0,0.09876543209876543,0.0,0.0,0.0,0.2537823464215415,0.36823642096225856,0.2535979621111203,0.05609122796693006,0.017331626266241074,0.022923288866877556,0.6870881915092468,0.014581773430109024,0.03393884003162384,0.00029934424674138427,0.0021618474274873734,0.027344081550836563,0.01028674840927124,0.002112946705892682,0.009476182874729892,0.03173074078611692,0.4307319064157518,0.18469749376759237,0.04889808449741138
19,116.79392178377503,1.0,0.0,0.0,0.0,0.245,0.0,0.0,0.002819307999452148,0.4459361106534112,0.4233830008597874,0.3171697196047236,0.0031344806325307533,0.010606405325233936,0.015417760238051414,0.8150832056999207,0.009780856780707836,0.030845481902360916,0.00029526068828999996,0.002777801128104329,0.03251107037067413,0.013544921763241291,0.0017437986098229885,0.007465850618113536,0.027268041095950036,0.44166550467886684,0.2289667114956582,0.04491438357326803
20,121.21728000697874,1.0,0.0,0.0,0.04,0.23,0.0,0.0,0.010920298916116275,0.511057245040954,0.41049121629710056,0.36659495095791533,0.004100081489288438,0.009999999776482582,0.009999999776482582,0.9430782198905945,0.006006939336657524,0.027689404785633087,0.0004894350422546268,0.0029621501453220844,0.041546210646629333,0.017588114365935326,0.0016435387078672647,0.00816118588172518,0.025109074346303575,0.4576250459471729,0.2509625517557891,0.04093386824353467
21,120.26877257049162,1.0,0.0,0.0,0.0,0.08,0.0,0.0,1.3954475868906521e-05,0.2644180450376495,0.30542262813838394,0.1921806293983911,0.002582085863768219,0.009999999776482582,0.009999999776482582,1.0710798501968384,0.002981710247695446,0.02447139471769333,0.0001734857796691358,0.0026290996465831995,0.04632554575800896,0.022192630916833878,0.0017565193120390177,0.006492699916977876,0.02333191882179352,0.45577891244205493,0.2684417642449059,0.03616831943418209
22,4.975339722789502,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.2369141610431527,0.1410530762087103,0.24364141726185914,0.0035254605928374985,0.009999999776482582,0.009999999776482582,1.0787602663040161,0.002813355764374137,0.02427755296230316,0.00022813552641309798,0.0024565747007727623,0.04560557380318642,0.021088898181915283,0.0017581640277057886,0.007013589595099087,0.022510213118387003,0.4536973159007313,0.2683426706469477,0.03641132887515071
23,90.42789915881609,1.0,0.0,0.0,0.395,0.21,0.0,0.0,0.10214179634599488,0.47702649423946836,0.35633888418062043,0.4602160488374812,0.004853850979082457,0.009999999776482582,0.009999999776482582,1.206767201423645,0.00016440347826573998,0.021039975807070732,0.0003584117512218654,0.0034571709111332893,0.05178748816251755,0.025602048262953758,0.001445507281459868,0.00670046577916953,0.033369474058244517,0.45489384869604604,0.2756647021103737,0.03533169827532057
24,100.40974820825488,1.0,0.0,0.0,0.145,0.195,0.045,0.01951195966189007,0.06957258848858697,0.4043876191146627,0.204496339410906,0.3809385453604422,0.00686957848130509,0.009999999776482582,0.009999999776482582,1.334774136543274,0.0,0.017758317291736603,0.00042515009408816695,0.003195176599547267,0.05725296214222908,0.028431696817278862,0.0017020745435729623,0.009051631649607561,0.04030607997633231,0.46651042790434355,0.27432983517226095,0.029511891843268613
25,115.42380531084694,1.0,0.0,0.0,0.0,0.105,0.0,0.0,2.6030739981302287e-05,0.268376364581625,0.24332205679483135,0.1892003282915455,0.003311707740097109,0.009999999776482582,0.009999999776482582,1.4627810716629028,0.0,0.014450225047767162,0.00032075864146463573,0.0033599245361983776,0.060597121715545654,0.032338909804821014,0.0019628857262432575,0.009756095863005989,0.038517694216383985,0.45805608325002783,0.27442142080202453,0.02754471272695243
26,119.34135763924007,1.0,0.0,0.0,0.045,0.18,0.0,0.0,0.011591341686180496,0.43022219791349214,0.2938208819150909,0.30494553743548186,0.0020533793946459454,0.009999999776482582,0.009999999776482582,1.5907880067825317,0.0,0.011122208088636398,0.00037808006163686514,0.0038167655002325773,0.06990102678537369,0.03419215604662895,0.0018833123613148928,0.007537851237704862,0.03529915622377764,0.4684151523981831,0.27500827631756225,0.025681738648585146
27,137.555585107042,1.0,0.0,0.0,0.0,0.11,0.0,0.0,1.1217655645588637e-05,0.30524916729705137,0.2426868457610847,0.21259197800901994,0.0044862696542098705,0.009999999776482582,0.009999999776482582,1.7187949419021606,0.0,0.007778849918395281,0.0002578653220552951,0.0029699087608605623,0.06746461987495422,0.03680229187011719,0.001976409461349249,0.006728971350021521,0.03243220114461858,0.4609771486350698,0.2734579960546628,0.02339047948317224
28,127.60164897202952,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.000382577846634038,0.369025110634349,0.1820750594620415,0.24239528108810082,0.0019785717918808757,0.009999999776482582,0.009999999776482582,1.8468018770217896,0.0,0.004999999888241291,0.0006254284526221454,0.005242146551609039,0.07040780037641525,0.038201190531253815,0.002022670116275549,0.006305387879638089,0.030618150387359443,0.4542318446119557,0.27467906497665256,0.023135276695183112
29,136.07765828641664,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0007863459737927373,0.3299344530287743,0.15317165831074978,0.22066449632331234,0.005534268616558485,0.009999999776482582,0.009999999776482582,1.9748088121414185,0.0,0.004999999888241291,0.0005265155341476202,0.0040131425485014915,0.07511211931705475,0.03881222382187843,0.002097516553476453,0.0071370223870561005,0.030603524024490163,0.4551730640135644,0.2699992093697515,0.023859413827511878
30,116.89873967478832,1.0,0.0,0.0,0.14,0.11,0.0,0.0,0.02653812921709149,0.35653151827636803,0.14956804461702777,0.2664209804790698,0.002648432234197652,0.009999999776482582,0.009999999776482582,2.1027965545654297,0.0,0.004999999888241291,0.0005609042709693313,0.004266467411071062,0.07981455326080322,0.041818760335445404,0.0019913832657039165,0.0072539489529780295,0.03074216817301638,0.4575375597137706,0.26095652383553797,0.02431279949955484
31,142.76397294503616,1.0,0.0,0.0,0.0,0.045,0.0,0.0,2.1484348380105644e-05,0.21926237961776177,0.11090479585483606,0.14848270614667392,0.005049451424034033,0.009999999776482582,0.009999999776482582,2.2307796478271484,0.0,0.004999999888241291,0.0006477593560703099,0.0037457705475389957,0.0769202709197998,0.042228665202856064,0.0021233209408819675,0.0070901913835864005,0.029106561938500922,0.44855405508536117,0.25661329787971715,0.022896098134896976
32,141.87361806847673,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.17850102357894684,0.15751846531874772,0.12848545761776262,0.004898258207408465,0.009999999776482582,0.009999999776482582,2.358762741088867,0.0,0.004999999888241291,0.0005075512453913689,0.004959519952535629,0.0835871696472168,0.044775862246751785,0.0021401275880634785,0.005020496731972498,0.027900868758783486,0.4359937936400226,0.2538789001864194,0.02167114227696484
33,127.91070088640188,1.0,0.0,0.0,0.0,0.08,0.0,0.0,6.713273874495419e-05,0.27969991361521607,0.11107323533360507,0.18188959724973436,0.0025000460755441223,0.009999999776482582,0.009999999776482582,2.486745834350586,0.0,0.004999999888241291,0.0004843600618187338,0.00409553200006485,0.08023983985185623,0.04647167772054672,0.00220455601811409,0.007170193083975046,0.028072965675808328,0.4312441543979882,0.25056974877627364,0.02107092587365531
34,134.34568498240247,1.0,0.0,0.0,0.0,0.215,0.0,0.0,0.0,0.3862954301054459,0.12788807656868906,0.24856820353666875,0.003480119840462893,0.009999999776482582,0.009999999776482582,2.6147289276123047,0.0,0.004999999888241291,0.0005813015159219503,0.004501859191805124,0.08348274976015091,0.04612954333424568,0.002148922998458147,0.0049345694237071915,0.024031906361064167,0.43703566106809966,0.2471320272470424,0.017763922548056994
35,127.98539194279547,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.20289756042995957,0.12380325851145306,0.1373660642981593,0.002823654077424584,0.009999999776482582,0.009999999776482582,2.7427120208740234,0.0,0.004999999888241291,0.00034698619856499135,0.002421293407678604,0.08154033124446869,0.0481952540576458,0.002368236891925335,0.005312297748781225,0.025446717581857528,0.4314359574519164,0.24273280969766678,0.01888634126728966
36,147.96163848793762,1.0,0.0,0.0,0.0,0.06,0.0,0.0,1.1874848098217443e-05,0.17269030866088592,0.11123509776590136,0.11717274158808895,0.0021040080977735355,0.009999999776482582,0.009999999776482582,2.870695114135742,0.0,0.004999999888241291,0.00035693711834028363,0.003012034110724926,0.08061742782592773,0.05061867833137512,0.002233251929283142,0.004954802989010533,0.021730509360370128,0.42852298782421,0.24180146424336815,0.017567082755019312
37,130.22970988988993,1.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0006803109407767034,0.10156492177714979,0.1052498399206578,0.0755563297470967,0.0027895551875924585,0.009999999776482582,0.009999999776482582,2.998678207397461,0.0,0.004999999888241291,0.000693020352628082,0.0043397750705480576,0.08658410608768463,0.05259282514452934,0.002427981933578849,0.005776611056225646,0.023408655557468884,0.41841304004108393,0.2312469261307406,0.01780515207865834
38,139.4524233887924,1.0,0.0,0.0,0.0,0.085,0.0,0.0,9.973177690910503e-05,0.20434682730615117,0.10260029991066894,0.1367624797692728,0.0032736539865507674,0.009999999776482582,0.009999999776482582,3.126659631729126,0.0,0.004999999888241291,0.0003114907303825021,0.0038991430774331093,0.08095689117908478,0.052109260112047195,0.0022526374086737633,0.004467729160254003,0.022223083934066475,0.41616761736302715,0.2305457679754751,0.014841840174109687
39,125.99023507226624,1.0,0.0,0.0,0.0,0.04,0.0,0.0,7.111222722324405e-05,0.11461167153705164,0.11317384695925004,0.0830223079098473,0.002474325562000965,0.009999999776482582,0.009999999776482582,3.254608154296875,0.0,0.004999999888241291,0.0003409672062844038,0.002282514236867428,0.08452402800321579,0.05159520357847214,0.00246356800198555,0.004131600491356539,0.022433198408873974,0.41053166111221573,0.22932143541034047,0.015948999426945915
40,142.5335738463018,1.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.2883102636286866,0.10201600768786219,0.18594255752100364,0.0023954770217438776,0.009999999776482582,0.009999999776482582,3.3824825286865234,0.0,0.004999999888241291,0.0009384558070451021,0.0045604403130710125,0.0863165557384491,0.05473979562520981,0.002456975169479847,0.004811501689033813,0.021383529817845033,0.4073066888495727,0.22546524178958227,0.01601180268309983
41,137.58873277567682,1.0,0.0,0.0,0.0,0.055,0.0,0.0,1.4959970552418643e-06,0.09193819602968986,0.0620121766213357,0.06560270108457572,0.003684018268222986,0.009999999776482582,0.009999999776482582,3.5102624893188477,0.0,0.004999999888241291,0.00038748994120396674,0.004450016655027866,0.08316904306411743,0.053076937794685364,0.0024778321385383606,0.004185521304801329,0.02230339189244577,0.4009601299388163,0.218719909450524,0.01715464372204718
42,137.8711122953255,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0013239191072215604,0.12591127681168712,0.04730211366727403,0.08432362068052417,0.002022215989040407,0.009999999776482582,0.009999999776482582,3.637989044189453,0.0,0.004999999888241291,0.00029850489227101207,0.0024466407485306263,0.08412036299705505,0.05696655064821243,0.00283368700183928,0.003935502159691725,0.019386049355792016,0.39677437987951375,0.21853695517313534,0.01416121585383914
43,127.83302403125876,1.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0008705529127707265,0.3081595184199446,0.054058897655920285,0.19399418681063366,0.002226841049106875,0.009999999776482582,0.009999999776482582,3.765115261077881,0.0,0.004999999888241291,0.00030600387253798544,0.0034817145206034184,0.08417566865682602,0.05660894140601158,0.0024632569402456284,0.0041956645598437425,0.018506774739939846,0.3920251646464295,0.20932933762461048,0.017218994364345055
44,125.88122725116662,1.0,0.0,0.0,0.0,0.065,0.0,0.0,0.005016791921117698,0.3392135127055238,0.06977645331614546,0.22184624243253462,0.004190139113176376,0.009999999776482582,0.009999999776482582,3.89227032661438,0.0,0.004999999888241291,0.0003073486150242388,0.003477062564343214,0.0874546468257904,0.056074805557727814,0.002649945206940174,0.005502964823644112,0.019789011731461165,0.39147735551472607,0.20002145615333514,0.0150678476779189
45,135.64542156478734,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0017775053654232203,0.18252427489046,0.04185509205589032,0.12032518452923661,0.003751611664627319,0.009999999776482582,0.009999999776482582,4.019373893737793,0.0,0.004999999888241291,0.00038209574995562434,0.0031267800368368626,0.08603531867265701,0.058001529425382614,0.0028681554831564426,0.004137635322508753,0.02006289948924963,0.39208735709394366,0.2079153300897775,0.015411017481728453
46,151.89412650018113,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.00022342227015182732,0.08447447017785724,0.07257965155707598,0.06075358288035438,0.0021917275362913634,0.009999999776482582,0.009999999776482582,4.14607048034668,0.0,0.004999999888241291,0.000642760656774044,0.0040763625875115395,0.09066298604011536,0.05721763148903847,0.0029297119472175837,0.00422009142562136,0.01920868833932863,0.38842011929254777,0.20111163292981732,0.015587083445666443
47,128.0224764782168,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.00022461471941578667,0.12354699171151086,0.08040878679423281,0.0853869953426667,0.0025442804357359776,0.009999999776482582,0.009999999776482582,4.27194881439209,0.0,0.004999999888241291,0.00030933893867768347,0.0028206421993672848,0.08480535447597504,0.058347634971141815,0.0030252840369939804,0.004108821494480423,0.01775526193734118,0.38373284184223216,0.19602556986729486,0.014645900448627215
48,146.73005687807876,1.0,0.0,0.0,0.0,0.035,0.0,0.0,8.772725769339443e-06,0.08110801311053681,0.07056994259770193,0.05732406031596569,0.0013833509968463281,0.009999999776482582,0.009999999776482582,4.397680282592773,0.0,0.004999999888241291,0.0004285161558073014,0.004426466301083565,0.08809137344360352,0.061184920370578766,0.0026945266872644424,0.003542760384054603,0.01795528835137361,0.384407366526121,0.19763177044249639,0.013159254148801777
49,124.04179193895462,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.00016344402354173253,0.09543158430228647,0.05895609140101424,0.06508564430496362,0.0014944411764226616,0.009999999776482582,0.009999999776482582,4.522587299346924,0.0,0.004999999888241291,0.0005109187331981957,0.004575056489557028,0.08227889239788055,0.06382384151220322,0.003513830481097102,0.00408068060564754,0.016373010191506547,0.3808520145207758,0.1940398723195691,0.015077490689640385
50,151.4597649625486,1.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.06919297626485363,0.10481986109437086,0.05477353262782389,0.00241370500823881,0.009999999776482582,0.009999999776482582,4.646453380584717,0.0,0.004999999888241291,0.0006822556024417281,0.005394347477704287,0.0833074301481247,0.06239817664027214,0.0032528992742300034,0.004062547153016226,0.018359984070474164,0.3703559413330077,0.18883708033638277,0.011570020295631374
51,129.73634787907062,1.0,0.0,0.0,0.005,0.02,0.0,4.507322693713415e-05,0.0029190734348606084,0.15728683323117326,0.052254902045013506,0.11280809133279025,0.008148376084633919,0.009999999776482582,0.009999999776482582,4.77024507522583,0.0,0.004999999888241291,0.0004351988318376243,0.0030913653317838907,0.08406967669725418,0.06056541949510574,0.0038250237703323364,0.004076162977939897,0.017223977943136244,0.3721110610654909,0.18749863187117033,0.01386851398848494
52,126.43326209654501,1.0,0.0,0.0,0.02,0.015,0.0,0.0,0.009803128061638093,0.07431779462143777,0.05444854513586364,0.06971617618763505,0.006031807322657841,0.009999999776482582,0.009999999776482582,4.893792629241943,0.0,0.004999999888241291,0.000686675077304244,0.0034776784013956785,0.0795019119977951,0.06256461143493652,0.0031274633947759867,0.004500519529870331,0.018388868706400035,0.36639518711091684,0.18745454667402067,0.01355478700917944
53,123.43973963588854,1.0,0.0,0.0,0.0,0.065,0.0,2.869150159536876e-06,0.007122047214793269,0.11690162037556551,0.08038226536405438,0.08933269135266214,0.0016451844013274852,0.009999999776482582,0.009999999776482582,5.01712703704834,0.0,0.004999999888241291,0.00038778025191277266,0.002891006413847208,0.08307197690010071,0.061451323330402374,0.003621737938374281,0.004168050247094586,0.016104483633452658,0.36919080601997956,0.19142890978547886,0.014308810073532694
54,131.27568361263587,1.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0001178639660362173,0.2170286774227438,0.060747827767979705,0.1386825389324481,0.0019455013444841756,0.009999999776482582,0.009999999776482582,5.1399149894714355,0.0,0.004999999888241291,0.00048642518231645226,0.004839208908379078,0.0811755508184433,0.06472036242485046,0.0038711209781467915,0.003874541997918296,0.01663587354004928,0.358345067784258,0.18665199882282674,0.014051633103464007
55,147.23014354047274,1.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.010876622365002857,0.0743259999059243,0.02002478148188148,0.005274963541119426,0.009999999776482582,0.009999999776482582,5.262462139129639,0.0,0.004999999888241291,0.00046331071644090116,0.003686597105115652,0.08389484882354736,0.06133610010147095,0.003356729168444872,0.0031239588683478984,0.01615509190770537,0.3607439023856359,0.1800087465658843,0.013145423437767952
56,130.95684661735478,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0007509874505048708,0.1381282815825834,0.07846996848810238,0.09671337237117658,0.004359237293182597,0.009999999776482582,0.009999999776482582,5.384231090545654,0.0,0.004999999888241291,0.000246901239734143,0.0017959519755095243,0.0781618282198906,0.06429612636566162,0.0034984175581485033,0.003346901352443736,0.015137622310976961,0.35381781771472876,0.18518761917874504,0.012039054575771872
57,137.6417896757768,1.0,0.0,0.0,0.0,0.105,0.0,0.0,0.00013459284170347005,0.2641053751266542,0.06199458300575388,0.16612898667039644,0.0011228979127078493,0.009999999776482582,0.009999999776482582,5.505272388458252,0.0,0.004999999888241291,0.0003280867822468281,0.0027351994067430496,0.0787157416343689,0.062000393867492676,0.003467806149274111,0.0037455986255275323,0.017009014337024318,0.3526949456642297,0.1819280693760558,0.012482506563999992
58,133.12543728757655,1.0,0.0,0.0,0.03,0.12,0.0,0.0008033128195613514,0.0061678817983103875,0.19608486695056782,0.06045334296522778,0.1332520437233627,0.000638460955768996,0.009999999776482582,0.009999999776482582,5.626394748687744,0.0,0.004999999888241291,0.00031213287729769945,0.0031106658279895782,0.08030432462692261,0.0672745555639267,0.004221203736960888,0.004071538155161358,0.01666251073026196,0.3609832138054851,0.18521465250025845,0.011019346413054432
59,135.57632745660456,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.00012786473027691318,0.10776355272924032,0.09267320513791649,0.07597332063060043,0.001636212460786608,0.009999999776482582,0.009999999776482582,5.747286319732666,0.0,0.004999999888241291,0.0007377334404736757,0.0029128878377377987,0.07995311915874481,0.06919252872467041,0.004713824950158596,0.003425512206122314,0.01579795774784401,0.35307428213481146,0.18014646006338625,0.012970259550425632
60,129.52896497989275,1.0,0.0,0.0,0.0,0.045,0.0,0.0,0.00017718017728949088,0.13077734653870743,0.0827295792183444,0.08963524193038698,0.0023178624824797844,0.009999999776482582,0.009999999776482582,5.868453502655029,0.0,0.004999999888241291,0.00021772454783786088,0.0017682231264188886,0.07974722981452942,0.06902080029249191,0.004339482169598341,0.004388838608901271,0.015575716326482525,0.3585346214434332,0.1781907930255934,0.011619576845824134
61,151.04752359830292,1.0,0.0,0.0,0.0,0.065,0.0,0.0,0.000153968144883408,0.0887262079083904,0.08039905546532962,0.06246634681333072,0.0008613547247087768,0.009999999776482582,0.009999999776482582,5.988996982574463,0.0,0.004999999888241291,0.00042436394141986966,0.003882721532136202,0.08397608995437622,0.06522829830646515,0.004071447066962719,0.003447945344176642,0.015342652380686654,0.3527600025719662,0.1788104224016392,0.012601345332031768
